q0,q1,q2,q3,q4,q5
-1.3363022624571246,0.8790768656533903,-0.0689555158484489,0.5736621931005571,-0.2959511485522373,-0.7938373617597108
-1.3369682786170596,0.8793329911389476,-0.0690327482767105,0.5737483384740297,-0.2955718933701537,-0.7948231443610001
-1.337380674333474,0.8794915834666768,-0.0690805704235283,0.573801679496585,-0.2953370594097663,-0.795433538742617
-1.3375967769414745,0.8795746886354903,-0.069105630069485,0.5738296311304859,-0.2952140022846169,-0.7957533961332843
-1.3376779680228037,0.8796059117594612,-0.0691150451328743,0.5738401327315646,-0.2951677689644879,-0.795873568525743
-1.3376897696664214,0.8796104502404836,-0.0691164136726324,0.5738416592065336,-0.2951610486553301,-0.7958910363525667
-1.3376852345360253,0.8796062190681393,-0.0691097942906466,0.5738483780310806,-0.295161940184896,-0.7958843145215052
-1.3376540344631611,0.8795771101178083,-0.0690642553133211,0.5738946011376115,-0.2951680735890071,-0.7958380707312308
-1.3375709906484294,0.8794996321488036,-0.0689430462888251,0.574017631077694,-0.2951843985917367,-0.7957149857381689
-1.3374125154047145,0.8793517783916,-0.0687117391197168,0.5742524131599226,-0.2952155521315229,-0.7954800985965288
-1.3371565790090083,0.8791129956213507,-0.0683381796805602,0.5746315845591465,-0.2952658648775356,-0.7951007575270995
-1.3367826765542423,0.8787641532314054,-0.0677924394355419,0.5751855234256992,-0.2953393677460444,-0.7945465707860463
-1.3362717948011114,0.8782875123068277,-0.0670467670560879,0.5759423979946262,-0.2954397984167855,-0.7937893575337067
-1.3356063790299029,0.8776666946979119,-0.0660755400384809,0.576928215694914,-0.2955706078493296,-0.7928030987033865
-1.334770299892324,0.8768866520937015,-0.0648552163214769,0.578166872258719,-0.2957349667994489,-0.7915638878701564
-1.333748820263329,0.875933635095506,-0.063364285903922,0.5796802008305957,-0.2959357723354847,-0.7900498821196477
-1.332528562092946,0.8747951622904184,-0.0615832224623696,0.5814880210767251,-0.2961756543547149,-0.7882412529168485
-1.3310974732581058,0.8734599893248332,-0.0594944349686972,0.5836081882941444,-0.296456982099721,-0.7861201369749007
-1.3294447944144685,0.8719180779779631,-0.0570822193077231,0.5860566425199741,-0.2967818706747561,-0.7836705871238945
-1.3275610258482509,0.8701605652353568,-0.0543327098948235,0.5888474576406479,-0.2971521875621118,-0.7808785231796664
-1.3254378943280545,0.868179732362417,-0.0512338312935494,0.5919928905011406,-0.2975695591384858,-0.7777316828125943
-1.3230683199566915,0.8659689739779171,-0.0477752498332435,0.5955034300141966,-0.2980353771913492,-0.7742195724163938
-1.320446383023015,0.8635227671275189,-0.0439483252266568,0.5993878462695597,-0.2985508054353142,-0.7703334179769146
-1.317567290853744,0.8608366403572902,-0.039746062187566,0.6036532396431998,-0.2991167860285012,-0.7660661159409363
-1.3144273446652903,0.8579071427872225,-0.03516306204839,0.6083050899065433,-0.2997340460889062,-0.7614121840849652
-1.31102390641559,0.8547318131847477,-0.030195474377807,0.6133473053357007,-0.3004031042107683,-0.7563677123840301
-1.3073553656559258,0.8513091490382564,-0.0248409485983713,0.6187822718206953,-0.3011242769809372,-0.7509303138804783
-1.303421106382758,0.847638575630615,-0.0190985856041303,0.6246109019746924,-0.3018976854952406,-0.7450990755527718
-1.299221473889551,0.8437204151126831,-0.0129688893782414,0.6308326842432271,-0.3027232618748514,-0.738874509184284
-1.2947577416185998,0.8395558555768313,-0.0064537186105886,0.6374457320134336,-0.3036007557826549,-0.7322585022320953
-1.290032078012859,0.8351469201304582,0.0004437616846001,0.6444468327232733,-0.3045297409396171,-0.7252542686957894
-1.2850475133677688,0.8304964359695082,0.0077191285511364,0.6518314969707639,-0.3055096216411512,-0.7178662999862495
-1.279807906683084,0.8256080034519889,0.0153667494732541,0.6595940076232076,-0.3065396392734852,-0.7101003157944548
-1.2743179125146993,0.8204859651714886,0.0233798307579927,0.6677274689264199,-0.3076188788300296,-0.7019632149602761
-1.2685829478264796,0.8151353750306939,0.0317504659175805,0.676223855613958,-0.3087462754277448,-0.6934630263412723
-1.262609158842085,0.8095619673149066,0.0404696840518173,0.6850740620163501,-0.3099206208235078,-0.6846088596814867
-1.2564033878967984,0.8037721257655619,0.0495274982304582,0.6942679511703231,-0.3111405699304808,-0.6754108564802428
-1.2499731402893557,0.7977728526537454,0.0589129538755957,0.7037944039280317,-0.3124046473344774,-0.6658801408609406
-1.2433265511337692,0.7915717378537109,0.068614177144044,0.7136413680662871,-0.3137112538103307,-0.6560287704398531
-1.2364723522111585,0.7851769279163977,0.0786184233097209,0.7237959073957851,-0.3150586728382608,-0.6458696871949221
-1.2294198388215754,0.7785970951429478,0.0889121251460319,0.7342442508703355,-0.3164450771202415,-0.6354166683345542
-1.2221788366358337,0.771841406658224,0.0994809413082527,0.74497184169609,-0.3178685350963685,-0.6246842771664178
-1.2147596685473343,0.7649194934843269,0.1103098047159125,0.7559633864407711,-0.3193270174612263,-0.6136878139662383
-1.2071731215238946,0.757841419614112,0.121382970935177,0.767202904142901,-0.3208184036802558,-0.6024432668465949
